id,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
7617,-118.35,34.03,43.0,2122.0,524.0,1510.0,436.0,2.2273,<1H OCEAN,123300.0
7618,-116.49,33.82,27.0,3316.0,636.0,2362.0,532.0,2.9569,INLAND,65900.0
7619,-122.72,38.42,26.0,1168.0,253.0,937.0,248.0,1.9458,<1H OCEAN,146000.0
7620,-117.76,34.13,8.0,16759.0,2274.0,7249.0,2156.0,7.4837,INLAND,358700.0
7621,-121.29,37.97,52.0,1610.0,480.0,1025.0,440.0,1.2962,INLAND,110200.0
7622,-121.91,36.6,35.0,2605.0,410.0,1110.0,406.0,5.5519,NEAR OCEAN,329500.0
7623,-117.2,34.14,14.0,2647.0,524.0,989.0,479.0,3.1513,INLAND,160000.0
7624,-121.88,37.33,41.0,395.0,164.0,549.0,184.0,2.375,<1H OCEAN,175000.0
7625,-121.41,38.57,16.0,4429.0,1124.0,1538.0,960.0,3.2443,INLAND,190700.0
7626,-122.7,38.44,45.0,883.0,202.0,401.0,194.0,3.2845,<1H OCEAN,178300.0
7627,-117.76,34.08,37.0,2263.0,502.0,1677.0,522.0,2.9388,INLAND,139200.0
7628,-119.67,36.35,10.0,1090.0,164.0,470.0,158.0,4.9432,INLAND,118800.0
7629,-118.19,34.06,37.0,1715.0,456.0,2052.0,440.0,2.3125,<1H OCEAN,116100.0
7630,-118.35,33.97,30.0,1548.0,330.0,757.0,349.0,3.8056,<1H OCEAN,323800.0
7631,-121.81,37.29,15.0,5957.0,1037.0,3838.0,997.0,6.2907,<1H OCEAN,253100.0
7632,-121.6,39.12,21.0,1299.0,338.0,1494.0,311.0,1.3348,INLAND,225000.0
7633,-120.88,38.91,15.0,3876.0,778.0,1960.0,691.0,2.902,INLAND,127300.0
7634,-118.32,33.93,34.0,1536.0,273.0,804.0,287.0,4.9615,<1H OCEAN,157800.0
7635,-118.17,34.04,44.0,691.0,155.0,613.0,142.0,1.9667,<1H OCEAN,133900.0
7636,-122.81,38.46,28.0,3580.0,611.0,1634.0,567.0,4.745,<1H OCEAN,248600.0
7637,-121.57,39.1,28.0,1442.0,333.0,832.0,286.0,1.8413,INLAND,62300.0
7638,-117.81,33.64,4.0,1741.0,225.0,811.0,233.0,12.3411,<1H OCEAN,500001.0
7639,-122.47,37.95,16.0,3769.0,839.0,1986.0,815.0,3.9712,NEAR BAY,187500.0
7640,-118.16,33.84,36.0,2444.0,432.0,1199.0,424.0,4.1538,<1H OCEAN,218800.0
7641,-120.46,34.74,15.0,2185.0,386.0,827.0,336.0,5.3765,NEAR OCEAN,223100.0
7642,-120.57,35.12,39.0,1656.0,333.0,866.0,317.0,2.8824,<1H OCEAN,195200.0
7643,-118.32,34.09,32.0,563.0,191.0,626.0,185.0,2.0341,<1H OCEAN,250000.0
7644,-117.23,32.73,36.0,2052.0,287.0,699.0,265.0,7.5557,NEAR OCEAN,441400.0
7645,-122.01,37.97,34.0,3259.0,498.0,1250.0,478.0,5.3794,NEAR BAY,206200.0
7646,-121.44,38.49,31.0,4297.0,788.0,2083.0,771.0,3.3878,INLAND,109300.0
7647,-122.28,37.82,52.0,1489.0,335.0,728.0,244.0,0.8172,NEAR BAY,85300.0
7648,-121.44,38.52,38.0,2080.0,388.0,995.0,380.0,2.7697,INLAND,76600.0
7649,-117.28,33.85,16.0,3498.0,702.0,2372.0,672.0,2.3229,INLAND,118000.0
7650,-120.76,38.73,17.0,512.0,129.0,314.0,140.0,1.5625,INLAND,108300.0
7651,-118.15,33.89,33.0,2848.0,641.0,2319.0,647.0,3.407,<1H OCEAN,190800.0
7652,-118.37,33.87,19.0,757.0,148.0,361.0,141.0,6.02,<1H OCEAN,304200.0
7653,-119.78,36.76,47.0,1425.0,323.0,949.0,325.0,1.7344,INLAND,51300.0
7654,-119.76,36.73,46.0,1347.0,282.0,854.0,267.0,1.8723,INLAND,52600.0
7655,-122.47,37.78,52.0,3021.0,569.0,1479.0,514.0,4.0208,NEAR BAY,414600.0
7656,-116.94,32.78,17.0,13559.0,2656.0,6990.0,2533.0,3.434,<1H OCEAN,193200.0
7657,-124.09,40.88,31.0,1982.0,495.0,1052.0,467.0,1.5326,NEAR OCEAN,74100.0
7658,-118.57,34.21,36.0,878.0,167.0,499.0,179.0,4.1181,<1H OCEAN,190400.0
7659,-118.13,33.88,32.0,1788.0,459.0,1131.0,461.0,3.5278,<1H OCEAN,166100.0
7660,-120.2,39.33,26.0,1988.0,379.0,905.0,321.0,3.7841,INLAND,109500.0
7661,-118.24,34.14,27.0,2909.0,1021.0,2614.0,935.0,2.1444,<1H OCEAN,229000.0
7662,-117.89,33.82,18.0,3197.0,809.0,1894.0,726.0,3.6761,<1H OCEAN,140500.0
7663,-118.09,33.89,42.0,1150.0,215.0,708.0,204.0,3.6875,<1H OCEAN,171500.0
7664,-119.18,34.21,46.0,2062.0,484.0,1522.0,469.0,3.087,NEAR OCEAN,213900.0
7665,-121.58,39.16,36.0,1206.0,197.0,537.0,204.0,3.3611,INLAND,79800.0
7666,-118.3,33.88,29.0,850.0,229.0,563.0,204.0,3.7375,<1H OCEAN,247700.0
7667,-119.0,36.07,20.0,1042.0,183.0,509.0,175.0,2.9815,INLAND,73000.0
7668,-117.11,32.97,9.0,1531.0,242.0,850.0,240.0,6.0862,<1H OCEAN,263600.0
7669,-118.56,34.03,34.0,2095.0,343.0,662.0,299.0,8.2934,<1H OCEAN,500001.0
7670,-122.52,37.97,33.0,563.0,194.0,265.0,169.0,2.75,NEAR BAY,231300.0
7671,-122.15,37.47,38.0,1560.0,301.0,1331.0,316.0,3.0521,NEAR BAY,151500.0
7672,-117.95,33.78,9.0,3553.0,1035.0,2017.0,986.0,2.9726,<1H OCEAN,133800.0
7673,-122.27,40.53,17.0,2255.0,416.0,1171.0,411.0,2.875,INLAND,129800.0
7674,-117.19,32.76,52.0,1294.0,175.0,434.0,180.0,5.7914,NEAR OCEAN,500001.0
7675,-117.06,32.58,11.0,2879.0,679.0,2098.0,673.0,3.5125,NEAR OCEAN,142400.0
7676,-117.95,33.98,15.0,16042.0,2602.0,7732.0,2552.0,5.6716,<1H OCEAN,330400.0
7677,-122.86,38.1,44.0,2602.0,509.0,691.0,343.0,4.3125,NEAR OCEAN,261500.0
7678,-119.79,36.72,19.0,1719.0,391.0,1369.0,368.0,1.25,INLAND,53000.0
7679,-118.31,33.88,32.0,2421.0,671.0,1491.0,587.0,3.5644,<1H OCEAN,242300.0
7680,-118.41,33.89,35.0,1194.0,292.0,507.0,295.0,9.0812,<1H OCEAN,500001.0
7681,-122.13,37.67,38.0,2012.0,347.0,880.0,332.0,3.1734,NEAR BAY,181600.0
7682,-118.15,34.15,49.0,806.0,199.0,698.0,172.0,2.3654,<1H OCEAN,137500.0
7683,-117.74,34.05,30.0,1185.0,317.0,1466.0,302.0,2.625,INLAND,94300.0
7684,-118.02,34.1,36.0,452.0,80.0,248.0,83.0,1.9688,INLAND,226000.0
7685,-116.51,33.96,16.0,4913.0,1395.0,2518.0,1132.0,1.4665,INLAND,61100.0
7686,-118.33,34.18,48.0,2122.0,385.0,926.0,362.0,5.6975,<1H OCEAN,231400.0
7687,-118.49,34.03,31.0,3155.0,808.0,1208.0,745.0,3.6769,<1H OCEAN,450000.0
7688,-122.19,37.48,35.0,7067.0,1646.0,5380.0,1597.0,4.1776,NEAR BAY,265300.0
7689,-121.63,36.68,24.0,2591.0,739.0,3243.0,702.0,2.1766,<1H OCEAN,108500.0
7690,-118.49,34.03,31.0,4949.0,1293.0,1985.0,1244.0,4.252,<1H OCEAN,436700.0
7691,-118.21,34.05,28.0,1841.0,809.0,3199.0,727.0,1.6319,<1H OCEAN,151600.0
7692,-117.68,34.15,24.0,1033.0,189.0,486.0,204.0,4.1719,INLAND,213500.0
7693,-114.55,32.8,19.0,2570.0,820.0,1431.0,608.0,1.275,INLAND,56100.0
7694,-121.38,38.61,27.0,2375.0,537.0,863.0,452.0,3.0086,INLAND,126900.0
7695,-118.98,35.4,36.0,1443.0,273.0,680.0,259.0,2.9821,INLAND,73100.0
7696,-122.05,37.94,22.0,4162.0,1194.0,1804.0,1185.0,2.5459,NEAR BAY,179300.0
7697,-122.1,37.66,36.0,1305.0,225.0,768.0,234.0,4.275,NEAR BAY,185300.0
7698,-117.89,33.82,21.0,1591.0,298.0,904.0,297.0,4.8906,<1H OCEAN,179100.0
7699,-122.74,38.44,17.0,2287.0,497.0,1240.0,493.0,3.5845,<1H OCEAN,164300.0
7700,-117.56,33.89,16.0,693.0,185.0,365.0,176.0,2.3417,INLAND,191700.0
7701,-117.12,32.76,27.0,1426.0,364.0,792.0,353.0,2.0673,NEAR OCEAN,118800.0
7702,-118.28,34.06,14.0,1787.0,853.0,2251.0,763.0,1.1642,<1H OCEAN,400000.0
7703,-118.27,34.01,42.0,990.0,289.0,1167.0,281.0,1.4524,<1H OCEAN,126800.0
7704,-117.86,33.77,39.0,4159.0,655.0,1669.0,651.0,4.6111,<1H OCEAN,240300.0
7705,-119.8,36.78,43.0,2382.0,431.0,874.0,380.0,3.5542,INLAND,96500.0
7706,-117.14,33.94,5.0,4873.0,639.0,1947.0,568.0,6.3223,INLAND,223200.0
7707,-117.91,33.84,25.0,1021.0,252.0,975.0,258.0,3.125,<1H OCEAN,168100.0
7708,-119.74,36.77,30.0,2427.0,482.0,1375.0,518.0,2.5737,INLAND,76900.0
7709,-122.42,37.66,36.0,725.0,121.0,335.0,140.0,4.125,NEAR OCEAN,327600.0
7710,-122.65,38.99,16.0,4279.0,951.0,1596.0,666.0,1.8571,INLAND,75900.0
7711,-118.43,34.03,36.0,1552.0,388.0,867.0,352.0,3.6467,<1H OCEAN,346700.0
7712,-119.46,36.91,12.0,2980.0,495.0,1184.0,429.0,3.9141,INLAND,123900.0
7713,-117.82,33.72,24.0,3260.0,458.0,1383.0,442.0,6.5987,<1H OCEAN,272800.0
7714,-122.77,38.33,32.0,2054.0,324.0,843.0,306.0,4.5875,<1H OCEAN,290700.0
7715,-122.44,37.71,31.0,2370.0,441.0,1524.0,470.0,5.0201,NEAR BAY,264100.0
7716,-118.22,34.09,36.0,1427.0,415.0,1835.0,410.0,2.48,<1H OCEAN,138900.0
7717,-122.1,37.65,36.0,410.0,76.0,252.0,82.0,4.5303,NEAR BAY,175000.0
7718,-118.32,34.09,27.0,210.0,98.0,332.0,112.0,2.5556,<1H OCEAN,175000.0
7719,-117.0,32.87,18.0,11544.0,1979.0,6296.0,1923.0,4.4904,<1H OCEAN,150400.0
7720,-118.36,34.04,49.0,995.0,184.0,462.0,194.0,2.7917,<1H OCEAN,242000.0
7721,-119.0,35.35,35.0,1164.0,277.0,992.0,284.0,1.4015,INLAND,48700.0
7722,-122.83,38.58,17.0,5199.0,1023.0,2036.0,890.0,3.2452,<1H OCEAN,168800.0
7723,-118.32,33.75,37.0,1080.0,135.0,366.0,142.0,11.6677,NEAR OCEAN,500001.0
7724,-118.09,34.11,36.0,2966.0,527.0,1231.0,482.0,4.6442,<1H OCEAN,316800.0
7725,-122.44,37.79,52.0,1447.0,186.0,483.0,181.0,15.0001,NEAR BAY,500001.0
7726,-118.31,33.94,44.0,1854.0,367.0,976.0,335.0,3.6583,<1H OCEAN,126700.0
7727,-118.21,33.95,32.0,1116.0,328.0,1265.0,302.0,2.295,<1H OCEAN,155200.0
7728,-121.06,38.7,9.0,13255.0,1739.0,5001.0,1627.0,6.314,INLAND,228900.0
7729,-115.52,32.97,10.0,1879.0,387.0,1376.0,337.0,1.9911,INLAND,67500.0
7730,-121.04,39.24,48.0,1188.0,227.0,471.0,219.0,2.3125,INLAND,125700.0
7731,-121.2,39.25,5.0,906.0,144.0,376.0,141.0,4.3523,INLAND,188200.0
7732,-118.01,33.82,31.0,1960.0,380.0,1356.0,356.0,4.0625,<1H OCEAN,225900.0
7733,-118.14,34.17,34.0,2384.0,604.0,2073.0,540.0,2.3062,<1H OCEAN,158000.0
7734,-118.28,33.92,39.0,1472.0,302.0,1036.0,318.0,3.0,<1H OCEAN,110000.0
7735,-118.35,34.13,39.0,1610.0,278.0,511.0,278.0,4.3333,<1H OCEAN,385900.0
7736,-122.02,36.97,39.0,2124.0,661.0,1365.0,606.0,1.6642,NEAR OCEAN,281300.0
7737,-121.77,37.68,36.0,1687.0,372.0,950.0,372.0,3.5532,INLAND,158400.0
7738,-121.31,37.96,52.0,1938.0,332.0,788.0,320.0,3.6094,INLAND,118400.0
7739,-119.41,36.35,20.0,1743.0,340.0,1390.0,336.0,2.2222,INLAND,52900.0
7740,-116.97,32.56,23.0,1262.0,294.0,5176.0,275.0,2.5625,NEAR OCEAN,153300.0
7741,-122.26,37.81,34.0,5871.0,1914.0,2689.0,1789.0,2.8406,NEAR BAY,335700.0
7742,-122.1,37.89,21.0,3282.0,653.0,1398.0,601.0,5.2079,NEAR BAY,310300.0
7743,-118.1,34.17,46.0,1774.0,315.0,753.0,330.0,4.7241,INLAND,279600.0
7744,-122.72,38.44,48.0,707.0,166.0,458.0,172.0,3.1797,<1H OCEAN,140400.0
7745,-119.31,36.32,23.0,2945.0,592.0,1419.0,532.0,2.5733,INLAND,88800.0
7746,-118.98,36.06,33.0,2043.0,443.0,1497.0,417.0,2.343,INLAND,47400.0
7747,-121.3,38.51,19.0,822.0,134.0,457.0,133.0,4.15,INLAND,157500.0
7748,-117.09,32.76,31.0,1235.0,387.0,816.0,397.0,1.5517,NEAR OCEAN,122500.0
7749,-118.12,33.81,36.0,1774.0,299.0,784.0,298.0,5.0447,<1H OCEAN,249200.0
7750,-117.93,33.81,18.0,3291.0,587.0,1640.0,563.0,4.8981,<1H OCEAN,166300.0
7751,-119.95,37.47,32.0,1312.0,315.0,600.0,265.0,1.5,INLAND,91500.0
7752,-122.45,37.77,52.0,2296.0,509.0,1039.0,472.0,4.1417,NEAR BAY,500000.0
7753,-117.98,33.73,22.0,4232.0,624.0,2408.0,660.0,6.6539,<1H OCEAN,284900.0
7754,-121.92,37.24,26.0,6777.0,1051.0,3319.0,1061.0,6.3663,<1H OCEAN,279400.0
7755,-119.57,36.7,34.0,1759.0,354.0,899.0,337.0,2.6823,INLAND,72900.0
7756,-118.97,35.41,36.0,1896.0,315.0,937.0,303.0,3.996,INLAND,85500.0
7757,-118.42,34.27,33.0,937.0,216.0,1216.0,212.0,3.3214,<1H OCEAN,131300.0
7758,-121.84,37.33,28.0,1535.0,330.0,1937.0,317.0,4.1146,<1H OCEAN,160100.0
7759,-119.72,34.44,39.0,1489.0,304.0,700.0,268.0,3.8819,<1H OCEAN,289900.0
7760,-117.89,33.71,23.0,1422.0,260.0,1092.0,263.0,4.7422,<1H OCEAN,202400.0
7761,-117.66,34.04,10.0,3657.0,695.0,2079.0,663.0,4.2054,INLAND,159900.0
7762,-122.02,36.97,29.0,2568.0,747.0,1743.0,659.0,1.9286,NEAR OCEAN,195300.0
7763,-118.31,34.12,39.0,3895.0,561.0,1271.0,536.0,8.0073,<1H OCEAN,500001.0
7764,-117.27,33.93,2.0,337.0,55.0,115.0,49.0,3.1042,INLAND,164800.0
7765,-121.84,37.38,34.0,762.0,182.0,611.0,193.0,3.5625,<1H OCEAN,201800.0
7766,-122.57,37.98,49.0,2860.0,552.0,1178.0,522.0,4.625,NEAR BAY,355000.0
7767,-117.32,34.07,26.0,971.0,245.0,592.0,207.0,2.1125,INLAND,84000.0
7768,-117.24,34.11,23.0,1920.0,454.0,1161.0,358.0,2.2109,INLAND,73200.0
7769,-118.27,34.05,37.0,350.0,245.0,1122.0,248.0,2.7634,<1H OCEAN,137500.0
7770,-122.08,37.71,38.0,1663.0,295.0,781.0,301.0,5.0519,NEAR BAY,227000.0
7771,-120.43,35.17,16.0,947.0,163.0,477.0,137.0,3.851,<1H OCEAN,315000.0
7772,-117.98,34.53,13.0,2815.0,535.0,1492.0,491.0,4.0945,INLAND,135700.0
7773,-119.74,36.85,3.0,10425.0,2121.0,4432.0,1778.0,3.9032,INLAND,140800.0
7774,-119.17,34.16,17.0,5276.0,1020.0,4066.0,984.0,4.5828,NEAR OCEAN,205400.0
7775,-117.7,34.06,25.0,2054.0,609.0,2271.0,564.0,2.3049,INLAND,150000.0
7776,-118.38,34.16,42.0,2358.0,546.0,1065.0,523.0,3.1289,<1H OCEAN,320600.0
7777,-121.32,38.63,20.0,7003.0,1409.0,3107.0,1315.0,3.0348,INLAND,150500.0
7778,-121.88,37.26,13.0,1676.0,471.0,710.0,406.0,3.8936,<1H OCEAN,225900.0
7779,-120.92,37.63,39.0,45.0,8.0,22.0,9.0,1.7679,INLAND,450000.0
7780,-121.84,39.73,52.0,957.0,263.0,513.0,223.0,1.3672,INLAND,55000.0
7781,-119.2,35.37,6.0,7383.0,1095.0,3415.0,1059.0,5.3119,INLAND,157300.0
7782,-122.44,37.74,52.0,2074.0,366.0,909.0,394.0,4.8382,NEAR BAY,294900.0
7783,-118.29,34.01,30.0,1385.0,518.0,1730.0,472.0,1.0539,<1H OCEAN,142500.0
7784,-122.83,39.09,26.0,2191.0,495.0,679.0,371.0,1.4679,INLAND,94700.0
7785,-118.3,33.99,43.0,1534.0,384.0,1231.0,329.0,2.5437,<1H OCEAN,94500.0
7786,-122.7,38.35,16.0,1328.0,187.0,607.0,197.0,5.0366,<1H OCEAN,257800.0
7787,-118.22,33.9,35.0,1649.0,424.0,1786.0,388.0,1.4091,<1H OCEAN,105600.0
7788,-122.04,37.53,34.0,2316.0,478.0,1524.0,467.0,3.7364,NEAR BAY,190400.0
7789,-120.48,37.3,49.0,2919.0,719.0,1956.0,679.0,1.5427,INLAND,88500.0
7790,-121.97,37.25,21.0,2775.0,389.0,856.0,350.0,7.9135,<1H OCEAN,496400.0
7791,-121.88,37.36,42.0,2087.0,402.0,1342.0,423.0,4.2149,<1H OCEAN,199000.0
7792,-118.4,33.9,37.0,2458.0,400.0,920.0,375.0,7.8924,<1H OCEAN,500001.0
7793,-122.1,37.39,36.0,1860.0,367.0,794.0,366.0,5.0871,NEAR BAY,354500.0
7794,-122.48,37.75,51.0,2095.0,410.0,1126.0,429.0,4.4,NEAR BAY,318400.0
7795,-118.19,33.94,45.0,1403.0,315.0,1111.0,311.0,3.3846,<1H OCEAN,168100.0
7796,-117.83,34.14,26.0,8254.0,1153.0,3460.0,1131.0,6.5253,INLAND,349900.0
7797,-119.01,35.34,36.0,973.0,219.0,613.0,187.0,1.5625,INLAND,46700.0
7798,-122.23,37.79,30.0,610.0,145.0,425.0,140.0,1.6198,NEAR BAY,122700.0
7799,-119.87,36.78,4.0,6102.0,1114.0,3406.0,1115.0,3.4213,INLAND,84500.0
7800,-118.11,34.17,50.0,3374.0,598.0,1484.0,569.0,4.99,INLAND,261600.0
7801,-117.37,34.08,17.0,2029.0,404.0,1190.0,437.0,2.9554,INLAND,115000.0
7802,-122.01,37.83,30.0,3917.0,549.0,1330.0,544.0,6.5617,NEAR BAY,386600.0
7803,-118.48,34.26,36.0,1770.0,296.0,938.0,304.0,5.749,<1H OCEAN,238000.0
7804,-121.4,38.71,15.0,4680.0,758.0,2626.0,729.0,3.8355,INLAND,107000.0
7805,-117.78,33.68,14.0,1750.0,336.0,852.0,300.0,4.6793,<1H OCEAN,236800.0
7806,-118.18,34.11,33.0,1523.0,391.0,753.0,298.0,2.6591,<1H OCEAN,183800.0
7807,-122.71,38.4,17.0,1690.0,464.0,833.0,445.0,1.439,<1H OCEAN,140600.0
7808,-121.92,36.61,27.0,1619.0,352.0,831.0,344.0,4.3,NEAR OCEAN,226400.0
7809,-122.03,37.31,25.0,2131.0,410.0,1132.0,395.0,5.3508,<1H OCEAN,409100.0
7810,-118.07,34.14,42.0,3200.0,685.0,1668.0,628.0,3.375,INLAND,260400.0
7811,-118.41,34.27,38.0,858.0,203.0,1250.0,204.0,2.9219,<1H OCEAN,137900.0
7812,-118.15,34.16,52.0,1925.0,597.0,2258.0,594.0,1.6921,<1H OCEAN,162500.0
7813,-118.0,33.88,18.0,2628.0,720.0,2276.0,649.0,2.735,<1H OCEAN,170800.0
7814,-118.19,34.07,38.0,2965.0,665.0,2128.0,650.0,3.0241,<1H OCEAN,166300.0
7815,-121.25,38.68,13.0,503.0,70.0,267.0,77.0,6.1943,INLAND,276100.0
7816,-120.76,38.6,14.0,2925.0,625.0,1226.0,437.0,2.5865,INLAND,133800.0
7817,-116.89,32.67,9.0,2652.0,393.0,1355.0,362.0,6.2578,<1H OCEAN,293100.0
7818,-118.13,34.07,20.0,2130.0,654.0,1870.0,578.0,2.3664,<1H OCEAN,192200.0
7819,-122.07,37.36,28.0,4612.0,608.0,1686.0,567.0,10.0346,<1H OCEAN,500001.0
7820,-118.38,34.18,32.0,3553.0,1060.0,3129.0,1010.0,2.5603,<1H OCEAN,174200.0
7821,-117.14,32.7,40.0,1227.0,330.0,1199.0,316.0,1.2188,NEAR OCEAN,92500.0
7822,-118.11,33.82,36.0,1742.0,340.0,857.0,341.0,4.6875,<1H OCEAN,218200.0
7823,-117.99,34.14,30.0,2346.0,,1988.0,474.0,2.5625,INLAND,153000.0
7824,-120.44,34.87,13.0,2312.0,352.0,1084.0,388.0,5.038,<1H OCEAN,194000.0
7825,-121.47,38.95,34.0,2129.0,350.0,969.0,314.0,2.7039,INLAND,106300.0
7826,-117.89,34.13,34.0,2159.0,386.0,1443.0,385.0,4.1995,<1H OCEAN,147400.0
7827,-118.43,34.29,38.0,1704.0,347.0,1384.0,374.0,2.865,<1H OCEAN,155500.0
7828,-121.97,37.26,19.0,2174.0,454.0,998.0,426.0,4.6827,<1H OCEAN,255100.0
7829,-118.15,33.78,12.0,4436.0,1133.0,2176.0,1002.0,3.5812,NEAR OCEAN,198600.0
7830,-118.45,34.18,34.0,1843.0,442.0,861.0,417.0,3.6875,<1H OCEAN,246400.0
7831,-121.32,38.62,33.0,898.0,190.0,470.0,201.0,2.6897,INLAND,148300.0
7832,-123.19,39.12,38.0,267.0,57.0,196.0,60.0,2.3125,<1H OCEAN,70000.0
7833,-118.03,33.97,39.0,2126.0,434.0,1103.0,433.0,3.2852,<1H OCEAN,196200.0
7834,-121.11,41.07,26.0,1707.0,308.0,761.0,250.0,2.7188,INLAND,48100.0
7835,-121.95,37.35,52.0,2382.0,523.0,1096.0,492.0,4.2656,<1H OCEAN,236100.0
7836,-122.27,38.68,18.0,742.0,142.0,343.0,119.0,3.1563,INLAND,98400.0
7837,-122.08,39.25,52.0,224.0,38.0,120.0,45.0,3.017,INLAND,112500.0
7838,-118.21,33.98,37.0,788.0,215.0,883.0,221.0,2.6818,<1H OCEAN,164600.0
7839,-119.93,38.94,27.0,1709.0,408.0,97.0,44.0,2.4917,INLAND,200000.0
7840,-117.11,32.81,15.0,3428.0,491.0,2303.0,486.0,2.5953,NEAR OCEAN,67500.0
7841,-121.28,37.94,35.0,2680.0,634.0,2188.0,611.0,1.9375,INLAND,56700.0
7842,-117.88,33.9,15.0,1705.0,478.0,759.0,479.0,3.5333,<1H OCEAN,114400.0
7843,-117.25,32.74,36.0,3548.0,956.0,1648.0,866.0,2.6962,NEAR OCEAN,288200.0
7844,-118.45,34.27,33.0,1194.0,229.0,839.0,230.0,3.705,<1H OCEAN,185800.0
7845,-119.26,35.5,38.0,2536.0,409.0,1133.0,430.0,4.2375,INLAND,78600.0
7846,-117.7,33.47,20.0,1577.0,363.0,764.0,333.0,4.1563,<1H OCEAN,320800.0
7847,-121.97,39.79,16.0,1453.0,299.0,904.0,286.0,3.5735,INLAND,89600.0
7848,-122.07,37.94,43.0,1454.0,234.0,683.0,258.0,4.475,NEAR BAY,265700.0
7849,-118.16,33.89,46.0,940.0,219.0,599.0,214.0,3.2813,<1H OCEAN,190900.0
7850,-117.87,33.79,25.0,2546.0,545.0,1543.0,521.0,4.192,<1H OCEAN,219900.0
7851,-117.06,32.61,34.0,4325.0,1015.0,2609.0,979.0,2.8489,NEAR OCEAN,128300.0
7852,-122.04,38.28,12.0,3861.0,795.0,2129.0,806.0,3.676,INLAND,135000.0
7853,-118.59,34.21,17.0,2737.0,868.0,2924.0,785.0,2.5797,<1H OCEAN,183500.0
7854,-121.3,38.7,18.0,7334.0,1332.0,3339.0,1271.0,3.235,INLAND,124700.0
7855,-122.06,37.91,15.0,5393.0,1422.0,2133.0,1288.0,4.1612,NEAR BAY,232800.0
7856,-118.42,34.27,35.0,674.0,153.0,808.0,173.0,2.6667,<1H OCEAN,147800.0
7857,-118.98,35.4,36.0,1864.0,331.0,1052.0,325.0,3.4205,INLAND,76600.0
7858,-122.03,37.35,25.0,3095.0,514.0,1251.0,507.0,5.5388,<1H OCEAN,352100.0
7859,-122.71,37.88,21.0,2845.0,552.0,599.0,250.0,4.3125,NEAR OCEAN,495800.0
7860,-118.97,37.64,13.0,1907.0,544.0,575.0,234.0,3.0685,INLAND,162500.0
7861,-117.87,33.82,26.0,2435.0,346.0,1088.0,350.0,5.9397,<1H OCEAN,249400.0
7862,-117.88,33.74,16.0,1444.0,446.0,2329.0,441.0,3.1691,<1H OCEAN,159400.0
7863,-118.31,34.08,26.0,1609.0,534.0,1868.0,497.0,2.7038,<1H OCEAN,227100.0
7864,-121.95,38.03,5.0,5526.0,,3207.0,1012.0,4.0767,INLAND,143100.0
7865,-118.11,33.84,36.0,1523.0,263.0,717.0,278.0,4.875,<1H OCEAN,218900.0
7866,-117.88,33.89,19.0,3583.0,911.0,2300.0,871.0,3.0214,<1H OCEAN,218400.0
7867,-117.14,32.72,43.0,1073.0,344.0,660.0,279.0,2.0529,NEAR OCEAN,168800.0
7868,-122.61,38.93,14.0,231.0,36.0,108.0,31.0,4.3897,INLAND,71300.0
7869,-118.22,34.09,40.0,1081.0,282.0,970.0,263.0,1.875,<1H OCEAN,150000.0
7870,-122.05,37.89,37.0,1677.0,269.0,689.0,283.0,4.2625,NEAR BAY,310600.0
7871,-122.21,37.81,52.0,1389.0,212.0,510.0,224.0,5.2402,NEAR BAY,296400.0
7872,-117.99,33.67,17.0,1692.0,427.0,903.0,423.0,3.5859,<1H OCEAN,262500.0
7873,-121.89,37.28,32.0,4308.0,717.0,2002.0,695.0,4.1645,<1H OCEAN,281900.0
7874,-121.96,37.23,36.0,4423.0,632.0,1719.0,608.0,7.8407,<1H OCEAN,476400.0
7875,-121.33,38.57,17.0,1621.0,350.0,706.0,338.0,2.3684,INLAND,150000.0
7876,-117.77,33.55,28.0,2024.0,297.0,617.0,274.0,6.7861,<1H OCEAN,499100.0
7877,-122.01,38.36,28.0,1967.0,315.0,734.0,291.0,4.9583,INLAND,146200.0
7878,-118.32,33.91,34.0,3041.0,677.0,1920.0,640.0,4.5304,<1H OCEAN,181300.0
7879,-121.29,38.04,16.0,2128.0,441.0,1860.0,459.0,3.1779,INLAND,97300.0
7880,-121.99,36.98,25.0,2113.0,422.0,1365.0,439.0,4.6484,NEAR OCEAN,234600.0
7881,-118.4,33.98,39.0,714.0,118.0,314.0,117.0,5.9856,<1H OCEAN,432100.0
7882,-121.14,35.55,13.0,5383.0,1070.0,1880.0,796.0,3.8019,NEAR OCEAN,271200.0
7883,-118.25,33.9,38.0,1201.0,223.0,733.0,206.0,3.3804,<1H OCEAN,105800.0
7884,-117.3,33.85,15.0,3991.0,751.0,2317.0,657.0,2.9542,INLAND,127900.0
7885,-117.89,33.92,14.0,1562.0,373.0,609.0,328.0,2.3935,<1H OCEAN,125000.0
7886,-121.2,38.69,26.0,3077.0,607.0,1603.0,595.0,2.7174,INLAND,137500.0
7887,-123.85,41.32,31.0,938.0,238.0,425.0,157.0,1.0486,<1H OCEAN,36700.0
7888,-122.43,37.64,34.0,8400.0,1812.0,4101.0,1717.0,4.1033,NEAR OCEAN,301000.0
7889,-121.88,37.33,35.0,3300.0,1154.0,3120.0,1075.0,1.473,<1H OCEAN,213600.0
